date,hour,traffic_volume,temp,rain_1h,snow_1h,clouds_all,PM2.5,PM10,NO2,CO,AQI
2015-06-28,13,4226,297.83,0.0,0.0,40,79.84,214.78,47.19,1.13,219.0
2015-06-28,14,4571,298.94,0.0,0.0,75,79.84,214.78,47.19,1.13,219.0
2015-06-28,15,4399,298.78,1.27,0.0,40,79.84,214.78,47.19,1.13,219.0
2015-06-28,15,4399,298.78,1.27,0.0,40,79.84,214.78,47.19,1.13,219.0
2015-06-28,16,4317,295.42,2.16,0.0,90,79.84,214.78,47.19,1.13,219.0
2015-06-28,16,4317,295.42,2.16,0.0,90,79.84,214.78,47.19,1.13,219.0
2015-06-28,16,4317,295.42,2.16,0.0,90,79.84,214.78,47.19,1.13,219.0
2015-06-28,17,4049,293.58,11.59,0.0,90,79.84,214.78,47.19,1.13,219.0
2015-06-28,18,3616,293.64,2.33,0.0,40,79.84,214.78,47.19,1.13,219.0
2015-06-28,19,3419,294.4,0.0,0.0,75,79.84,214.78,47.19,1.13,219.0
2015-06-28,20,2973,294.15,0.0,0.0,75,79.84,214.78,47.19,1.13,219.0
2015-06-28,21,2422,292.73,0.0,0.0,0,79.84,214.78,47.19,1.13,219.0
2015-06-28,22,2020,292.03,0.0,0.0,40,79.84,214.78,47.19,1.13,219.0
2015-06-28,23,1247,291.45,0.0,0.0,40,79.84,214.78,47.19,1.13,219.0
2015-06-29,0,678,291.13,0.0,0.0,40,48.5,96.78,38.37,1.07,193.0
2015-06-29,1,398,290.7,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,2,330,290.49,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,2,330,290.49,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,3,326,289.88,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,3,326,289.88,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,4,894,290.14,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,4,894,290.14,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,5,2811,289.72,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,5,2811,289.72,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,6,5700,289.97,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,6,5700,289.97,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,7,5889,291.02,0.3,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,7,5889,291.02,0.3,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,7,5889,291.02,0.3,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,8,5334,292.93,0.3,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,8,5334,292.93,0.3,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,8,5334,292.93,0.3,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,9,4634,294.63,0.9,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,10,4439,296.9,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,11,4555,298.55,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,12,4881,299.75,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,13,4994,300.09,0.0,0.0,40,48.5,96.78,38.37,1.07,193.0
2015-06-29,14,5709,300.5,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,15,5866,299.6,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,16,6495,299.54,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,16,6495,299.54,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,18,4579,298.72,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,19,3201,295.9,9.4,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,19,3201,295.9,9.4,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,19,3201,295.9,9.4,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,20,2527,293.25,1.27,0.0,75,48.5,96.78,38.37,1.07,193.0
2015-06-29,20,2527,293.25,1.27,0.0,75,48.5,96.78,38.37,1.07,193.0
2015-06-29,21,2251,291.49,3.2,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,21,2251,291.49,3.2,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,21,2251,291.49,3.2,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,22,1680,291.0,0.0,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,23,1105,290.57,0.25,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-29,23,1105,290.57,0.25,0.0,1,48.5,96.78,38.37,1.07,193.0
2015-06-30,0,673,290.19,0.0,0.0,40,53.79,109.92,46.06,1.05,170.0
2015-06-30,0,673,290.19,0.0,0.0,40,53.79,109.92,46.06,1.05,170.0
2015-06-30,2,327,289.8,0.0,0.0,40,53.79,109.92,46.06,1.05,170.0
2015-06-30,3,414,289.71,0.0,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,4,911,289.61,0.25,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,4,911,289.61,0.25,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,5,2947,289.36,0.0,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,5,2947,289.36,0.0,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,6,5859,289.27,0.0,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,7,6063,289.81,0.3,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,7,6063,289.81,0.3,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,7,6063,289.81,0.3,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,8,5354,290.53,0.0,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,8,5354,290.53,0.0,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,9,4346,292.06,0.0,0.0,40,53.79,109.92,46.06,1.05,170.0
2015-06-30,10,4290,293.38,0.0,0.0,75,53.79,109.92,46.06,1.05,170.0
2015-06-30,11,4475,294.28,0.0,0.0,40,53.79,109.92,46.06,1.05,170.0
2015-06-30,12,4558,295.18,0.0,0.0,75,53.79,109.92,46.06,1.05,170.0
2015-06-30,13,4508,295.62,0.0,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,14,5204,296.53,0.0,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,15,5457,296.88,0.0,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,16,6383,296.92,0.0,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,17,6109,296.75,0.0,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,22,2020,291.35,0.0,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-06-30,23,1251,290.5,0.0,0.0,1,53.79,109.92,46.06,1.05,170.0
2015-07-01,0,737,289.2,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,1,444,289.4,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,2,347,289.19,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,3,356,288.74,0.3,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,4,936,288.07,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,5,2886,287.87,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,6,5741,287.38,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,7,6261,287.58,0.0,0.0,75,57.99,135.43,49.64,1.06,185.0
2015-07-01,9,4409,288.58,0.0,0.0,40,57.99,135.43,49.64,1.06,185.0
2015-07-01,10,4273,289.24,0.0,0.0,40,57.99,135.43,49.64,1.06,185.0
2015-07-01,11,4469,289.44,0.0,0.0,75,57.99,135.43,49.64,1.06,185.0
2015-07-01,12,4625,290.53,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,13,4462,292.17,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,14,4996,293.61,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,15,5623,294.85,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,16,6210,295.07,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,17,5969,295.56,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,18,4604,295.17,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,19,3649,294.86,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,20,3144,293.76,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,21,2788,291.19,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,22,2356,289.67,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-01,23,2820,288.1,0.0,0.0,1,57.99,135.43,49.64,1.06,185.0
2015-07-02,0,1265,287.36,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,1,566,286.47,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,2,373,286.22,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,3,356,285.63,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,4,801,285.16,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,5,2696,285.03,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,6,5400,284.72,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,7,5933,286.44,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,8,4987,289.21,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,9,4419,289.59,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,10,4258,293.43,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,11,4816,294.9,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,12,5254,295.3,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,13,5201,296.48,0.0,0.0,40,67.12,175.9,52.45,1.12,220.0
2015-07-02,14,5601,297.07,0.0,0.0,40,67.12,175.9,52.45,1.12,220.0
2015-07-02,15,5707,297.59,0.0,0.0,40,67.12,175.9,52.45,1.12,220.0
2015-07-02,16,5768,297.49,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,17,4975,297.54,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,18,3971,296.76,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,19,3532,296.34,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,20,2977,294.98,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,21,2997,293.02,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,22,2525,290.86,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-02,23,1657,290.37,0.0,0.0,1,67.12,175.9,52.45,1.12,220.0
2015-07-03,0,959,289.2,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,1,615,288.04,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,2,456,287.7,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,3,359,287.43,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,4,464,286.81,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,5,961,286.05,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,6,1939,285.9,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,7,2368,287.42,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,8,2523,288.55,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,9,3227,292.11,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,10,3721,294.18,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,11,4034,295.86,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,12,4273,296.69,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,13,4380,297.67,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,14,4265,298.18,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,15,4339,298.92,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,16,4289,298.97,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,17,3526,298.85,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,18,3762,298.63,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,19,3263,297.84,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,20,2756,296.52,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,21,2740,295.08,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,22,3094,293.43,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-03,23,2053,292.99,0.0,0.0,1,65.25,219.31,37.09,0.99,225.0
2015-07-04,0,1512,291.76,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,1,851,290.88,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,1,851,290.88,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,2,735,290.7,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,2,735,290.7,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,2,735,290.7,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,3,341,290.49,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,3,341,290.49,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,3,341,290.49,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,4,387,290.0,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,4,387,290.0,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,4,387,290.0,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,5,736,289.73,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,5,736,289.73,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,5,736,289.73,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,6,971,288.99,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,6,971,288.99,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,7,1403,290.3,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,7,1403,290.3,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,8,1613,292.2,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,8,1613,292.2,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,9,2322,294.15,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,9,2322,294.15,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,10,2772,296.51,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,11,3011,298.44,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,12,3156,299.1,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,13,3267,300.28,0.0,0.0,40,88.75,212.16,35.54,0.98,250.0
2015-07-04,14,3198,300.9,0.0,0.0,40,88.75,212.16,35.54,0.98,250.0
2015-07-04,15,3080,301.83,0.0,0.0,40,88.75,212.16,35.54,0.98,250.0
2015-07-04,16,2795,301.72,0.0,0.0,75,88.75,212.16,35.54,0.98,250.0
2015-07-04,17,2809,301.69,0.0,0.0,40,88.75,212.16,35.54,0.98,250.0
2015-07-04,18,2792,300.84,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,19,2621,300.06,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,20,2598,298.64,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,21,2471,298.12,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,22,2466,295.67,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,22,2466,295.67,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,23,3493,295.04,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-04,23,3493,295.04,0.0,0.0,1,88.75,212.16,35.54,0.98,250.0
2015-07-05,0,1710,294.18,0.0,0.0,1,135.92,435.2,36.89,1.17,282.0
2015-07-05,0,1710,294.18,0.0,0.0,1,135.92,435.2,36.89,1.17,282.0
2015-07-05,1,838,293.32,0.0,0.0,1,135.92,435.2,36.89,1.17,282.0
2015-07-05,2,656,293.03,0.0,0.0,1,135.92,435.2,36.89,1.17,282.0
2015-07-05,3,338,292.6,0.3,0.0,1,135.92,435.2,36.89,1.17,282.0
2015-07-05,3,338,292.6,0.3,0.0,1,135.92,435.2,36.89,1.17,282.0
2015-07-05,4,293,291.56,0.0,0.0,1,135.92,435.2,36.89,1.17,282.0
